seqnames,start,end,peak,cell_type,peak_access,gene,gene_score,gene_cell_type_rank,gene_name,common_name,og,pfam,gene_list,min_gene_score_in_selected_cell_types
NC_064045.1,3422073,3422323,peak89580,muscle_tentacle_retractor,11.0185453121808,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3424956,3425206,peak89582,muscle_tentacle_retractor,12.4944678967795,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3425861,3426111,peak89585,muscle_tentacle_retractor,15.5175410226731,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3426314,3426564,peak89587,muscle_tentacle_retractor,15.6534264996255,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3426314,3426564,peak89587,muscle_tentacle_retractor,15.6534264996255,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3426887,3427137,peak89588,muscle_tentacle_retractor,13.9839569006604,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3429181,3429431,peak89593,muscle_tentacle_retractor,9.55909137332335,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3431154,3431404,peak89597,muscle_tentacle_retractor,17.9132140668619,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3434396,3434646,peak89603,muscle_tentacle_retractor,36.9390192006536,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3434396,3434646,peak89603,muscle_tentacle_retractor,36.9390192006536,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
NC_064045.1,3450915,3451165,peak89618,muscle_tentacle_retractor,12.9527303057125,Nvec_vc1.1_XM_032386911.2,2.01007271548274,4,"","","",Neur_chan_LBD/Neur_chan_memb,"",2.01007271548274
NC_064045.1,3450915,3451165,peak89618,muscle_tentacle_retractor,12.9527303057125,Nvec_vc1.1_XM_032386911.2,2.01007271548274,4,"","","",Neur_chan_LBD/Neur_chan_memb,"",2.01007271548274
NC_064045.1,3454006,3454256,peak89621,muscle_tentacle_retractor,11.1764145162389,Nvec_vc1.1_XM_032386911.2,2.01007271548274,4,"","","",Neur_chan_LBD/Neur_chan_memb,"",2.01007271548274
NC_064045.1,4026628,4026878,peak89888,muscle_tentacle_retractor,6.69746204126098,Nvec_v1g93844,1.36965530466809,2,"","",zf-C4_Nuclear_receptors.HG1.13:NR4A1/NR4A2/NR4A3,zf-C4/Hormone_recep,tfs,1.36965530466809
NC_064045.1,4026879,4027129,peak89889,muscle_tentacle_retractor,30.3798767617621,Nvec_v1g93844,1.36965530466809,2,"","",zf-C4_Nuclear_receptors.HG1.13:NR4A1/NR4A2/NR4A3,zf-C4/Hormone_recep,tfs,1.36965530466809
NC_064045.1,4026879,4027129,peak89889,muscle_tentacle_retractor,30.3798767617621,Nvec_v1g93844,1.36965530466809,2,"","",zf-C4_Nuclear_receptors.HG1.13:NR4A1/NR4A2/NR4A3,zf-C4/Hormone_recep,tfs,1.36965530466809
NC_064045.1,4026879,4027129,peak89889,muscle_tentacle_retractor,30.3798767617621,Nvec_v1g93844,1.36965530466809,2,"","",zf-C4_Nuclear_receptors.HG1.13:NR4A1/NR4A2/NR4A3,zf-C4/Hormone_recep,tfs,1.36965530466809
NC_064045.1,4026879,4027129,peak89889,muscle_tentacle_retractor,30.3798767617621,Nvec_v1g93844,1.36965530466809,2,"","",zf-C4_Nuclear_receptors.HG1.13:NR4A1/NR4A2/NR4A3,zf-C4/Hormone_recep,tfs,1.36965530466809
NC_064045.1,5088481,5088731,peak90396,muscle_tentacle_retractor,13.5403673316538,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5089823,5090073,peak90399,muscle_tentacle_retractor,19.5965054129502,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5092288,5092538,peak90404,muscle_tentacle_retractor,5.94192142711241,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5092565,5092815,peak90405,muscle_tentacle_retractor,29.1383621570096,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5093279,5093529,peak90406,muscle_tentacle_retractor,109.398515694151,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5094844,5095094,peak90410,muscle_tentacle_retractor,17.6032545788793,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5095226,5095476,peak90411,muscle_tentacle_retractor,12.3636208892218,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5095864,5096114,peak90412,muscle_tentacle_retractor,10.5324436576564,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5097120,5097370,peak90416,muscle_tentacle_retractor,33.0753387349357,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5097700,5097950,peak90418,muscle_tentacle_retractor,14.952866480561,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5097700,5097950,peak90418,muscle_tentacle_retractor,14.952866480561,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5098580,5098830,peak90420,muscle_tentacle_retractor,17.6313576632396,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5099432,5099682,peak90422,muscle_tentacle_retractor,13.7371655205284,Nvec_vc1.1_XM_032372991.1,8.51426921586465,1,"","","",ANF_receptor/7tm_3,"",6.35127072294869
NC_064045.1,5099987,5100237,peak90423,muscle_tentacle_retractor,31.6113825151495,Nvec_vc1.1_XM_048720202.1,2.63169809655558,3,"","","","","",2.04908028295058
NC_064045.1,5103625,5103875,peak90430,muscle_tentacle_retractor,11.1134847143733,Nvec_vc1.1_XM_048720202.1,2.63169809655558,3,"","","","","",2.04908028295058
NC_064045.1,5103625,5103875,peak90430,muscle_tentacle_retractor,11.1134847143733,Nvec_vc1.1_XM_048720202.1,2.63169809655558,3,"","","","","",2.04908028295058
NC_064045.1,5606449,5606699,peak90627,muscle_tentacle_retractor,8.16058419010009,Nvec_vc1.1_XM_048719865.1,1.53748224521356,1,Lmtk3/Lmtk2/Aatk,"","",Pkinase_Tyr,"",1.24400136751677
NC_064045.1,5606706,5606956,peak90628,muscle_tentacle_retractor,17.342403145639,Nvec_vc1.1_XM_048719865.1,1.53748224521356,1,Lmtk3/Lmtk2/Aatk,"","",Pkinase_Tyr,"",1.24400136751677
NC_064045.1,5933981,5934231,peak90781,muscle_tentacle_retractor,24.4186951045142,Nvec_vc1.1_XM_001627075.3,1.90800672021906,5,"","","",CUB,"",1.42999079972722
NC_064045.1,5935072,5935322,peak90783,muscle_tentacle_retractor,13.7646898617825,Nvec_vc1.1_XM_001627075.3,1.90800672021906,5,"","","",CUB,"",1.42999079972722
NC_064034.1,2541854,2542104,peak913,muscle_tentacle_retractor,12.3641485667597,Nvec_vc1.1_XM_001630250.3,1.5792642022754,8,Kcnc4/Kcnc2/Kcnc1/Kcnc3,"","",BTB_2/Ion_trans,"",1.5792642022754
NC_064045.1,6988335,6988585,peak91301,muscle_tentacle_retractor,44.8442159733097,Nvec_vc1.1_XM_048719708.1,1.41584341914443,5,Zfp957/Rai1/Tcf20,"","",zf-HC5HC2H,"",1.41584341914443
NC_064045.1,6988335,6988585,peak91301,muscle_tentacle_retractor,44.8442159733097,Nvec_vc1.1_XM_048719708.1,1.41584341914443,5,Zfp957/Rai1/Tcf20,"","",zf-HC5HC2H,"",1.41584341914443
NC_064045.1,7153839,7154089,peak91376,muscle_tentacle_retractor,4.32235139919657,Nvec_vc1.1_XM_032372116.2,2.88909555244246,3,Nhlrc1,"","",zf-B_box/NHL/NHL/NHL/NHL,"",2.88909555244246
NC_064045.1,7157079,7157329,peak91379,muscle_tentacle_retractor,15.1829509089671,Nvec_vc1.1_XM_032372116.2,2.88909555244246,3,Nhlrc1,"","",zf-B_box/NHL/NHL/NHL/NHL,"",2.88909555244246
NC_064045.1,7158580,7158830,peak91383,muscle_tentacle_retractor,37.9163290665214,Nvec_vc1.1_XM_032372116.2,2.88909555244246,3,Nhlrc1,"","",zf-B_box/NHL/NHL/NHL/NHL,"",2.88909555244246
NC_064045.1,8568881,8569131,peak91822,muscle_tentacle_retractor,14.5783771362429,Nvec_vc1.1_XM_001632070.3,1.25531234579444,3,Kctd17/Kctd5/Kctd2,"","",BTB_2,"",1.25531234579444
NC_064045.1,8926969,8927219,peak91942,muscle_tentacle_retractor,22.3386838700892,Nvec_vc1.1_XM_001632083.3,1.7871781964173,1,Kcns2/Kcns1,"","",Ion_trans_2,"",1.3471087305299
NC_064045.1,8927949,8928199,peak91943,muscle_tentacle_retractor,10.4032392592088,Nvec_vc1.1_XM_001632083.3,1.7871781964173,1,Kcns2/Kcns1,"","",Ion_trans_2,"",1.3471087305299
NC_064045.1,9443759,9444009,peak92164,muscle_tentacle_retractor,38.0680704023967,Nvec_vc1.1_XM_001623035.3,1.41577299036677,4,"","","",ANF_receptor/Pkinase_Tyr/Guanylate_cyc,"",1.31081661497242
NC_064045.1,9443759,9444009,peak92164,muscle_tentacle_retractor,38.0680704023967,Nvec_vc1.1_XM_001623035.3,1.41577299036677,4,"","","",ANF_receptor/Pkinase_Tyr/Guanylate_cyc,"",1.31081661497242
NC_064045.1,9961377,9961627,peak92436,muscle_tentacle_retractor,12.245421120719,Nvec_vc1.1_XM_032377212.2,1.35263636185408,1,Kcnj11/Kcnj3/Kcnj9/Kcnj8/Kcnj4/Kcnj14/Kcnj2/Kcnj5/Kcnj12/Kcnj6/Kcnj1/Kcnj10/Kcnj15,"","",IRK/IRK_C,"",1.35263636185408
NC_064045.1,9961377,9961627,peak92436,muscle_tentacle_retractor,12.245421120719,Nvec_vc1.1_XM_032377212.2,1.35263636185408,1,Kcnj11/Kcnj3/Kcnj9/Kcnj8/Kcnj4/Kcnj14/Kcnj2/Kcnj5/Kcnj12/Kcnj6/Kcnj1/Kcnj10/Kcnj15,"","",IRK/IRK_C,"",1.35263636185408
NC_064045.1,10091691,10091941,peak92477,muscle_tentacle_retractor,6.87550214475386,Nvec_vc1.1_XM_001634653.3,1.75627748594667,6,Ttc34,"","",TPR_16,"",1.75627748594667
NC_064045.1,11317660,11317910,peak92964,muscle_tentacle_retractor,14.6101569415129,Nvec_NVE24097,1.86218797194665,1,"","","","","",1.86218797194665
NC_064045.1,11326282,11326532,peak92967,muscle_tentacle_retractor,11.1389409001157,Nvec_NVE24097,1.86218797194665,1,"","","","","",1.86218797194665
NC_064045.1,11326282,11326532,peak92967,muscle_tentacle_retractor,11.1389409001157,Nvec_vc1.1_XM_032365592.2,2.80016186067631,3,"","","",TSP_1/TSP_1/TSP_1/TSP_1,"",2.66103268000858
NC_064045.1,11326996,11327246,peak92969,muscle_tentacle_retractor,8.79622285013958,Nvec_NVE24097,1.86218797194665,1,"","","","","",1.86218797194665
NC_064045.1,11326996,11327246,peak92969,muscle_tentacle_retractor,8.79622285013958,Nvec_NVE24097,1.86218797194665,1,"","","","","",1.86218797194665
NC_064045.1,11326996,11327246,peak92969,muscle_tentacle_retractor,8.79622285013958,Nvec_vc1.1_XM_032365592.2,2.80016186067631,3,"","","",TSP_1/TSP_1/TSP_1/TSP_1,"",2.66103268000858
NC_064045.1,11326996,11327246,peak92969,muscle_tentacle_retractor,8.79622285013958,Nvec_vc1.1_XM_032365592.2,2.80016186067631,3,"","","",TSP_1/TSP_1/TSP_1/TSP_1,"",2.66103268000858
NC_064045.1,11329428,11329678,peak92973,muscle_tentacle_retractor,15.9819142779329,Nvec_vc1.1_XM_032365592.2,2.80016186067631,3,"","","",TSP_1/TSP_1/TSP_1/TSP_1,"",2.66103268000858
NC_064045.1,11329428,11329678,peak92973,muscle_tentacle_retractor,15.9819142779329,Nvec_vc1.1_XM_032365592.2,2.80016186067631,3,"","","",TSP_1/TSP_1/TSP_1/TSP_1,"",2.66103268000858
NC_064045.1,11605584,11605834,peak93085,muscle_tentacle_retractor,5.97381187444679,Nvec_vc1.1_XM_032365621.2,1.29493176870288,7,"","","",BCCT,"",1.29493176870288
NC_064045.1,12354488,12354738,peak93439,muscle_tentacle_retractor,14.6126676652822,Nvec_vc1.1_XM_048720249.1,1.53169627118242,5,"","","","","",1.53169627118242
NC_064045.1,12354488,12354738,peak93439,muscle_tentacle_retractor,14.6126676652822,Nvec_vc1.1_XM_032365586.2,1.41017891191376,2,Tedc2,"","","","",1.41017891191376
NC_064045.1,12356520,12356770,peak93443,muscle_tentacle_retractor,7.58858173895282,Nvec_vc1.1_XM_048720249.1,1.53169627118242,5,"","","","","",1.53169627118242
NC_064045.1,13012289,13012539,peak93764,muscle_tentacle_retractor,29.7759838632805,Nvec_vc1.1_XM_032365244.2,2.18322180649191,4,Micall2/Micall1,"","",CH/LIM/DUF3585,"",2.05402513673243
NC_064045.1,13015989,13016239,peak93770,muscle_tentacle_retractor,8.67515489889018,Nvec_vc1.1_XM_032365244.2,2.18322180649191,4,Micall2/Micall1,"","",CH/LIM/DUF3585,"",2.05402513673243
NC_064045.1,13016263,13016513,peak93771,muscle_tentacle_retractor,8.14376659630966,Nvec_vc1.1_XM_032365244.2,2.18322180649191,4,Micall2/Micall1,"","",CH/LIM/DUF3585,"",2.05402513673243
NC_064045.1,13852445,13852694,peak94078,muscle_tentacle_retractor,9.54894634710969,Nvec_vc1.1_XM_048720267.1,1.44128592274233,2,"","","",REJ/GPS/PLAT/PKD_channel,"",1.44128592274233
NC_064045.1,14125599,14125849,peak94188,muscle_tentacle_retractor,6.7154371212637,Nvec_vc1.1_XM_032365271.2,1.5408751403781,5,"","","",ApeC/Sushi,"",1.5408751403781
NC_064045.1,14125599,14125849,peak94188,muscle_tentacle_retractor,6.7154371212637,Nvec_vc1.1_XM_032365271.2,1.5408751403781,5,"","","",ApeC/Sushi,"",1.5408751403781
NC_064045.1,14153984,14154234,peak94205,muscle_tentacle_retractor,9.32872608429223,Nvec_vc1.1_XM_032365143.2,1.38961073477348,7,"","","",7tm_1,"",1.27147128290904
NC_064045.1,14374857,14375107,peak94267,muscle_tentacle_retractor,11.8666678014571,Nvec_vc1.1_XM_048719939.1,1.3859889578586,2,"","","",TauD,"",1.31923788850311
NC_064045.1,14374857,14375107,peak94267,muscle_tentacle_retractor,11.8666678014571,Nvec_vc1.1_XM_048719939.1,1.3859889578586,2,"","","",TauD,"",1.31923788850311
NC_064046.1,341513,341763,peak94884,muscle_tentacle_retractor,24.0076002587322,Nvec_vc1.1_XM_048720583.1,2.39097811736801,2,"","","",Astacin/ShK/ShK,"",1.46529360784021
NC_064046.1,342286,342536,peak94885,muscle_tentacle_retractor,32.7956270851774,Nvec_vc1.1_XM_048720583.1,2.39097811736801,2,"","","",Astacin/ShK/ShK,"",1.46529360784021
NC_064046.1,342629,342879,peak94886,muscle_tentacle_retractor,11.2361782528767,Nvec_vc1.1_XM_048720583.1,2.39097811736801,2,"","","",Astacin/ShK/ShK,"",1.46529360784021
NC_064046.1,343193,343443,peak94887,muscle_tentacle_retractor,16.4311891468646,Nvec_vc1.1_XM_048720583.1,2.39097811736801,2,"","","",Astacin/ShK/ShK,"",1.46529360784021
NC_064046.1,741903,742153,peak95062,muscle_tentacle_retractor,89.1180635936543,Nvec_vc1.1_XM_001641219.2,1.66580688321319,2,"","","","","",1.57076790102103
NC_064046.1,742483,742733,peak95063,muscle_tentacle_retractor,14.0153281813849,Nvec_vc1.1_XM_001641219.2,1.66580688321319,2,"","","","","",1.57076790102103
NC_064046.1,742881,743131,peak95064,muscle_tentacle_retractor,20.455555933819,Nvec_vc1.1_XM_001641219.2,1.66580688321319,2,"","","","","",1.57076790102103
NC_064046.1,745666,745916,peak95071,muscle_tentacle_retractor,18.2897119901954,Nvec_vc1.1_XM_001641219.2,1.66580688321319,2,"","","","","",1.57076790102103
NC_064046.1,750953,751203,peak95083,muscle_tentacle_retractor,9.05707428337986,Nvec_vc1.1_XM_001641219.2,1.66580688321319,2,"","","","","",1.57076790102103
NC_064046.1,751244,751494,peak95084,muscle_tentacle_retractor,15.3478671614353,Nvec_vc1.1_XM_001641219.2,1.66580688321319,2,"","","","","",1.57076790102103
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,901610,901860,peak95159,muscle_tentacle_retractor,8.10050554912508,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,904265,904515,peak95162,muscle_tentacle_retractor,17.3231173827194,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,904265,904515,peak95162,muscle_tentacle_retractor,17.3231173827194,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,904529,904779,peak95163,muscle_tentacle_retractor,16.4165673725063,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,906892,907141,peak95167,muscle_tentacle_retractor,15.9591986110165,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,906892,907141,peak95167,muscle_tentacle_retractor,15.9591986110165,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,907105,907355,peak95168,muscle_tentacle_retractor,10.1030503166065,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,907834,908084,peak95170,muscle_tentacle_retractor,9.70078981412133,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,907834,908084,peak95170,muscle_tentacle_retractor,9.70078981412133,Nvec_vc1.1_XM_048720832.1,1.90687119836013,1,"","","",SH3_1/Serine_rich/CAS_C,"",1.45328977013937
NC_064046.1,919744,919994,peak95178,muscle_tentacle_retractor,12.7104752502213,Nvec_vc1.1_XM_001641227.3,1.31329333355561,8,"","","",p450,"",1.31329333355561
NC_064046.1,1887671,1887921,peak95700,muscle_tentacle_retractor,13.0186133996051,Nvec_vc1.1_XM_032376946.2,2.33041120686668,3,Fhod1/Fhod3,"","",Formin_GBD_N/FH2,"",2.33041120686668
NC_064046.1,1889073,1889323,peak95702,muscle_tentacle_retractor,5.01549839994553,Nvec_vc1.1_XM_032376946.2,2.33041120686668,3,Fhod1/Fhod3,"","",Formin_GBD_N/FH2,"",2.33041120686668
NC_064046.1,1894879,1895129,peak95714,muscle_tentacle_retractor,12.4061755293797,Nvec_vc1.1_XM_032376946.2,2.33041120686668,3,Fhod1/Fhod3,"","",Formin_GBD_N/FH2,"",2.33041120686668
NC_064046.1,1894879,1895129,peak95714,muscle_tentacle_retractor,12.4061755293797,Nvec_vc1.1_XM_032376946.2,2.33041120686668,3,Fhod1/Fhod3,"","",Formin_GBD_N/FH2,"",2.33041120686668
NC_064046.1,1928104,1928354,peak95732,muscle_tentacle_retractor,12.0708194321509,Nvec_vc1.1_XM_001628699.3,1.84491836573804,1,"","","",7tm_1,"",1.46766585144746
NC_064046.1,2033031,2033281,peak95767,muscle_tentacle_retractor,8.68304452917546,Nvec_vc1.1_XM_032376973.2,1.33083645245747,2,Dnaja2,"","",DnaJ/DnaJ_C/DnaJ_CXXCXGXG,"",1.33083645245747
NC_064046.1,2033031,2033281,peak95767,muscle_tentacle_retractor,8.68304452917546,Nvec_vc1.1_XM_032376973.2,1.33083645245747,2,Dnaja2,"","",DnaJ/DnaJ_C/DnaJ_CXXCXGXG,"",1.33083645245747
NC_064046.1,2568904,2569154,peak96046,muscle_tentacle_retractor,8.24189759651392,Nvec_vc1.1_XM_032382937.2,1.24622899128896,8,Slc7a15/Slc7a9,"","",AA_permease_2,"",1.24622899128896
NC_064046.1,2807996,2808246,peak96144,muscle_tentacle_retractor,26.0366735888881,Nvec_vc1.1_XM_032382954.2,2.07485517950383,2,"","","",7tm_1,"",2.07485517950383
NC_064046.1,2807996,2808246,peak96144,muscle_tentacle_retractor,26.0366735888881,Nvec_vc1.1_XM_032382954.2,2.07485517950383,2,"","","",7tm_1,"",2.07485517950383
NC_064046.1,2924549,2924799,peak96201,muscle_tentacle_retractor,17.255659767141,Nvec_vc1.1_XM_001633575.3,3.48895379013181,2,Jph1/Jph4/Jph3/Jph2,"","",MORN/MORN/MORN/MORN/MORN/MORN/MORN/MORN,"",3.48895379013181
NC_064046.1,2925291,2925541,peak96203,muscle_tentacle_retractor,10.7909886294002,Nvec_vc1.1_XM_048720992.1,2.36002714220909,1,"","","","","",1.36231533021133
NC_064046.1,2926018,2926268,peak96205,muscle_tentacle_retractor,8.66123953155852,Nvec_vc1.1_XM_001633575.3,3.48895379013181,2,Jph1/Jph4/Jph3/Jph2,"","",MORN/MORN/MORN/MORN/MORN/MORN/MORN/MORN,"",3.48895379013181
NC_064046.1,2926018,2926268,peak96205,muscle_tentacle_retractor,8.66123953155852,Nvec_vc1.1_XM_048720992.1,2.36002714220909,1,"","","","","",1.36231533021133
NC_064046.1,2926410,2926660,peak96206,muscle_tentacle_retractor,12.5800793218493,Nvec_vc1.1_XM_001633575.3,3.48895379013181,2,Jph1/Jph4/Jph3/Jph2,"","",MORN/MORN/MORN/MORN/MORN/MORN/MORN/MORN,"",3.48895379013181
NC_064046.1,2926410,2926660,peak96206,muscle_tentacle_retractor,12.5800793218493,Nvec_vc1.1_XM_048720992.1,2.36002714220909,1,"","","","","",1.36231533021133
NC_064046.1,2927184,2927434,peak96207,muscle_tentacle_retractor,43.7507404507388,Nvec_vc1.1_XM_048720992.1,2.36002714220909,1,"","","","","",1.36231533021133
NC_064046.1,2931123,2931373,peak96209,muscle_tentacle_retractor,3.65370736025056,Nvec_vc1.1_XM_048720992.1,2.36002714220909,1,"","","","","",1.36231533021133
NC_064046.1,3083784,3084034,peak96293,muscle_tentacle_retractor,15.1169741948662,Nvec_vc1.1_XM_001633588.3,1.62108280278819,3,Eif2s2,"","",eIF-5_eIF-2B,"",1.62108280278819
