gene	cell_type	rank	mcfp	umi	total_umi	max_chromvar	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_048722754.1	ectoderm.embryonic	9693	1.09956043323678	131	458	10.1328073477598	Zfp1000//Zfp758/Zfp7/Gm21060/Zfp942/Zfp994/Zfp982/Zfp53/Zfp948/Zfp54/Zfp40/Zfp52/Zfp983/Zfp760/Zfp229/Zfp784	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722777.1	neuronal	2568	1.09882215388371	8	209	5.35779440799863	Zfp239/Zfp758/Zfp994/Zfp982/Zfp229	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722810.1	mesendoderm.embryonic	1428	1.26892597010738	209	650	10.1415665450537	""	""	Myb.HG1.5:like:DNAJC1/DNAJC2	Myb_DNA-bind_4
Nvec_vc1.1_XM_048722812.1	ectoderm.embryonic	5374	1.41757236388382	949	2967		Tulp2/Tulp1	""	Tub.HG1.2:TUB/TULP3	Tub
Nvec_vc1.1_XM_048723038.1	ectoderm.pharyngeal	966	1.07095670344802	1	64	12.0554172787438	Zfp758/Zfp942/Zfp994	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_048723046.1	cnidocyte	132	2.32363916884204	405	513	34.6595006017838	Creb3l2/Creb3l1	""	bZIP.HG1.14:like:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	bZIP_1
Nvec_vc1.1_XM_048723108.1	ectoderm.epidermis	3816	1.10266847230227	7	385	12.2240791106443	/Gm21060/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp943/Zfp820/Gm7072/Zfp947/Zfp995/Zfp865	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048723109.1	ectoderm.embryonic	4955	1.46469879498805	462	1363	13.1281080901004	Rslcan18/Gm28557/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp947/Zfp943/Zfp995/Gm7072/Zfp229	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048723111.1	ectoderm.pharyngeal	1058	1.06441206704018	1	95	0	Zfp239//Gm21060/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp947/Zfp995/Zfp982	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048723292.1	ectoderm.embryonic	13703	1.01137941616306	7	13		""	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_048723364.1	ectoderm.embryonic	3652	1.64446437647143	2194	7335	12.2500603106697	""	""	bZIP.HG2.0:like:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2
Nvec_vc1.1_XM_048723524.1	mesendoderm.embryonic	5311	1.06281503745596	61	256		Nfx1	""	NFX1_ZF.HG1.1:NFX1	zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H
Nvec_vc1.1_XM_048723770.1	ectoderm.embryonic	2139	1.99173305241189	2121	6992	22.1153688932486	Smarce1	""	HMGbox_Sox.HG1.49:SMARCE1	HMG_box
Nvec_vc1.1_XM_048723945.1	gland.mucous	326	1.7718839156608	380	7246	19.7727622483983	Foxn3	""	Forkhead.HG1.16:FOXN2/FOXN3	Forkhead
Nvec_vc1.1_XM_048724012.1	mesendoderm.embryonic	2166	1.19633982651364	96	98	18.6659169633091	Gli2/Gli3/Gli1	""	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048724387.1	ectoderm.embryonic	2428	1.90316205129781	1631	4230		Mlx	""	HLH.HG1.21:MLX	HLH
Nvec_vc1.1_XM_048724605.1	ectoderm.embryonic	5898	1.36771207991995	405	1337	15.7460715546691	Bdp1	""	Myb.HG6.0:BDP1	Myb_DNA-bind_7
Nvec_vc1.1_XM_048724711.1	ectoderm.embryonic	1546	2.21153453139969	1672	5045		Relb/Rel/Rela	""	RHD_Rel.HG1.3:NFKB1/NFKB2	RHD_DNA_bind/RHD_dimer
Nvec_vc1.1_XM_048724756.1	ectoderm.embryonic.aboral	4016	1.18156738042065	252	505	33.9001606589299	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain
Nvec_vc1.1_XM_048724796.1	ectoderm.embryonic	3525	1.66803411372312	772	1986	14.349365294612	""	""	HLH.HG1.107:like:HES5/HES7	HLH
Nvec_vc1.1_XM_048724840.1	ectoderm.embryonic	408	3.22863278668745	2888	8417	30.781214302106	Cstf1	""	Homeodomains.HG1.11:like:AC004080.3/AC012531.3/BARHL1/BARHL2/BARX1/BARX2/BSX/CDX1/CDX2/CDX4/DBX1/DBX2/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HHEX/HLX/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/LBX1/LBX2/MEOX1/MEOX2/MNX1/MSX1/MSX2/NANOG/NANOGP8/NKX1-1/NKX1-2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2/VENTX	Homeodomain
Nvec_vc1.1_XM_048725325.1	ectoderm.embryonic	7600	1.22256191661697	246	854	38.019085989493	Prdm9/Prdm11	""	zf-C2H2.HG1.1:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048725461.1	cnidocyte	1545	1.13645641558606	87	816	20.9833134720478	Gm6020	""	zf-C2H2.HG1.72:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048725593.1	ectoderm.embryonic	1814	2.10477441194189	1159	3466	13.0937113251904	Mybl2/Myb/Mybl1	""	Myb.HG1.3:MYB/MYBL1/MYBL2	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C
Nvec_vc1.1_XM_048725617.1	ectoderm.embryonic	4029	1.58636869795148	938	2793	6.48898774027505	""	""	HMGbox_Sox.HG1.57:like:HMG20A/HMG20B	HMG_box/zf-met
Nvec_vc1.1_XM_048725765.1	neuronal	265	2.11741193137612	201	5654	20.0612943913746	Satb2/Satb1	""	Homeodomains.HG2.21:like:LEUTX	CUTL/Homeodomain
Nvec_vc1.1_XM_048726087.1	ectoderm.embryonic	9563	1.10541256134341	84	230	12.269787380991	""	""	Myb.HG2.5:NA	MADF_DNA_bdg/BESS
Nvec_vc1.1_XM_048726174.1	cnidocyte	736	1.32026705050808	84	387	43.7083323437828	Myt1l/St18/Myt1	""	zf-C2H2.HG6.2:MYT1/MYT1L/ST18	zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC
Nvec_vc1.1_XM_048726224.1	ectoderm.embryonic	5777	1.37834671031771	287	638	11.6534009692678	Tada2a	""	Myb.HG1.22:TADA2A	Myb_DNA-binding
Nvec_vc1.1_XM_048726734.1	ectoderm.embryonic	13314	1.01382621955287	8	18	11.2617407433343	""	""	zf-C2H2.HG1.234:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2_4
Nvec_vc1.1_XM_048726881.1	ectoderm.embryonic	6779	1.29028582194697	227	735	27.3709796635283	Zfp760/Zfp770	""	zf-C2H2.HG1.3:ZBTB3	zf-C2H2
Nvec_vc1.1_XM_048726885.1	ectoderm.embryonic	8809	1.14527269862892	135	418	6.07771563717666	Peg3/Zfp772/Rreb1/Zfp770/E430018J23Rik/Zfp954	""	zf-C2H2.HG1.3:ZBTB3	zf-C2H2_6/zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_048727075.1	ectoderm.embryonic	13525	1.01232395712558	8	24	6.32172576554067	Esx1	""	Homeodomains.HG2.12:ESX1	Homeodomain
Nvec_vc1.1_XM_048727123.1	ectoderm.embryonic	6511	1.31202247549835	417	1477	29.6245946279871	Ncor2/Ncor1	""	Myb.HG1.9:NCOR1/NCOR2	GPS2_interact/Myb_DNA-binding
Nvec_vc1.1_XM_048727247.1	ectoderm.epidermis	6604	1.02413210122074	1	15		""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets
Nvec_vc1.1_XM_048727403.1	cnidocyte	2850	1.04564637628292	10	30		""	""	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	HMG_box_2
Nvec_vc1.1_XM_048727456.1	cnidocyte	1776	1.10934015818654	37	62		""	""	zf-C4_Nuclear_receptors.HG1.30:like:NR2F1/NR2F2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_048727600.1	ectoderm.embryonic	7745	1.21159229325385	169	434	27.6791296570001	""	""	Myb.HG2.3:NA	MADF_DNA_bdg
Nvec_vc1.1_XM_048728028.1	ectoderm.epidermis	109	5.2232470450899	329	10798	14.0801061583449	Foxb2/Foxb1	FoxB	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead
Nvec_vc1.1_XM_048728051.1	ectoderm.epidermis	816	1.77292311247186	29	151	62.8349074122686	""	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead
Nvec_vc1.1_XM_048728399.1	ectoderm.embryonic.aboral	7035	1.06406334169618	95	214	18.1716553471425	Cebpd/Cebpe/Cebpa/Cebpb	""	bZIP.HG2.5:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2
Nvec_vc1.1_XM_048728853.1	ectoderm.epidermis	154	4.06350097125033	306	9900	21.8134295802394	""	""	Homeodomains.HG1.24:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain
Nvec_vc1.1_XM_048728967.1	ectoderm.embryonic	1549	2.20906574406062	3111	9840	52.9775652408471	""	""	HLH.HG1.29:MYC/MYCL/MYCN	HLH/HLH
Nvec_vc1.1_XM_048729186.1	ectoderm.epidermis	477	2.25818185504429	59	278	24.8367451860081	Spdef	""	Ets.HG1.9:AC020909.1/SPI1/SPIB/SPIC	Ets
Nvec_vc1.1_XM_048729483.1	ectoderm.embryonic	13267	1.01427262367977	10	29	35.0340509822404	""	""	zf-C2H2.HG4.4:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048729815.1	ectoderm.embryonic	1181	2.41465363578107	5691	16817	13.7470490632405	Yy1	""	zf-C2H2.HG3.36:YY1/YY2/ZFP42	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048730021.1	ectoderm.embryonic	7292	1.24967233633399	205	571	31.4768509052802	Gzf1/Zfp628	""	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048730025.1	mesendoderm.embryonic	8246	1.0168742785303	8	12	0	Thap4/Thap1/Thap3	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_048730161.1	ectoderm.embryonic	13089	1.01580261571288	11	35	24.5753496255925	Fos/Fosl2/Fosb/Fosl1	Cnido-Fos1	bZIP.HG1.9:like:ATF3/ATF4/ATF5/FOS/FOSB/FOSL1/FOSL2/JDP2	bZIP_1
Nvec_vc1.1_XM_048730169.1	ectoderm.embryonic	6135	1.3458271552652	268	703	12.4196834731654	Mis18bp1	""	Myb.HG1.11:MIS18BP1	SANTA/Myb_DNA-binding
Nvec_vc1.1_XM_048730283.1	cnidocyte	81	2.83632227201321	498	650	22.1022227177434	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1
Nvec_vc1.1_XM_048730743.1	ectoderm.embryonic	9088	1.13013465800803	89	262		""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain
Nvec_vc1.1_XM_048730757.1	ectoderm.embryonic	2398	1.91084397569769	952	3209		""	""	zf-C4_Nuclear_receptors.HG1.26:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_048730780.1	ectoderm.embryonic	3447	1.68122349235428	555	1032		Msantd4/Mypop	""	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	Myb_DNA-bind_5
Nvec_vc1.1_XM_048730926.1	ectoderm.embryonic	941	2.57903966544916	1676	3196		Msantd4/Mypop	""	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	Myb_DNA-bind_5
Nvec_vc1.1_XM_048731064.1	ectoderm.pharyngeal	925	1.07451386001807	1	54	52.0541089004609	""	""	zf-C2H2.HG87.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048731137.1	ectoderm.embryonic	4127	1.57313133153041	554	1393	17.642212875657	Lmx1a/Lmx1b	LMX	Homeodomains.HG2.20:LHX1/LHX3/LHX4/LHX5/LMX1A/LMX1B	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_048731196.1	ectoderm.embryonic	11584	1.03724840087	24	43	0	""	""	HMGbox_Sox.HG1.4:like:HBP1	HLH/HMG_box/zf-CW
Nvec_vc1.1_XM_048731339.1	ectoderm.epidermis	5230	1.04920746816057	2	38	26.0328357626077	""	""	AP-2.HG1.3:like:TFAP2A/TFAP2B/TFAP2C/TFAP2D/TFAP2E	TF_AP-2
Nvec_vc1.1_XM_048731616.1	ectoderm.embryonic	11404	1.04101090676685	32	64	27.4343854491951	Zfp1000	""	zf-C2H2.HG17.1:HIC2	zf-C2H2/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_048731647.1	ectoderm.embryonic	7380	1.24288420782586	190	560	16.3836778702416	Zfp846	""	zf-C2H2.HG36.2:ZNF425	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_048731950.1	ectoderm.embryonic	3293	1.71078979672241	878	3072	6.0257572185825	Hmgxb4	""	HMGbox_Sox.HG1.39:HMGXB4	HMG_box
Nvec_vc1.1_XM_048732095.1	ectoderm.embryonic.aboral	6070	1.09225931069762	119	258		""	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_048732398.1	ectoderm.epidermis	1624	1.37224866429122	18	90	21.2557817042056	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP
Nvec_vc1.1_XM_048732532.1	ectoderm.epidermis	194	3.61597918145356	136	2130	16.0753113983233	Ets2/Ets1/Etv2	""	Ets.HG1.8:ETS1/ETS2	Ets
Nvec_vc1.1_XM_048732776.1	ectoderm.embryonic	2650	1.84560444749922	1492	5022	11.6065344113172	Mael	""	HMGbox_Sox.HG1.22:MAEL	HMG_box_2/Maelstrom
Nvec_vc1.1_XM_048733199.1	gland.mucous	1328	1.17664071356107	24	351		Nfxl1	""	NFX1_ZF.HG1.0:NFXL1	zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1
Nvec_vc1.1_XM_048733302.1	ectoderm.epidermis	65	7.39062277622928	490	5500	10.5103991883662	Tfe3/Tfec/Tfeb/Mitf	""	HLH.HG1.33:MITF/TFE3/TFEB/TFEC	MITF_TFEB_C_3_N/HLH
Nvec_vc1.1_XM_048733498.1	ectoderm.embryonic	2040	2.02763039888423	1058	3488	13.1953536473639	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4
Nvec_vc1.1_XM_048733519.1	ectoderm.embryonic.oral	121	1.10262054134714	113	283	30.7323930121962	""	""	Homeodomains.HG2.73:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_048733551.1	ectoderm.embryonic	12317	1.02431405376067	25	72	34.6499558107584	""	""	Homeodomains.HG1.5:like:AC004080.3/AC012531.3/BARHL1/BARHL2/BARX1/BARX2/BSX/CDX1/CDX2/CDX4/DBX1/DBX2/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HHEX/HLX/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/LBX1/LBX2/MEOX1/MEOX2/MNX1/MSX1/MSX2/NANOG/NANOGP8/NKX1-1/NKX1-2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2/VENTX	Homeodomain
