gene	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_001628971.3	Zfp691	""	zf-C2H2.HG1.87:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-met/zf-C2H2/zf-C2H2_4/zf-C2H2/zf-met/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_001628645.3	""	""	zf-C2H2.HG1.88:MYNN	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001633504.3	""	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_032382579.2	""	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032372258.2	""	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_048721909.1	Zfp7/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11
Nvec_vc1.1_XM_048721905.1	Zfp7/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11
Nvec_vc1.1_XM_048723108.1	/Gm21060/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp943/Zfp820/Gm7072/Zfp947/Zfp995/Zfp865	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371091.2	Zfp239//Gm21060/Zfp942/Zfp994	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371094.2	Zfp239//Zfp942/Zfp994/Zfp758/Zfp946/Zfp947/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048723109.1	Rslcan18/Gm28557/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp947/Zfp943/Zfp995/Gm7072/Zfp229	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048723111.1	Zfp239//Gm21060/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp947/Zfp995/Zfp982	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722680.1	Zfp1000/Zfp7/Zfp942/Zfp994	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371093.2	Zfp7/Zfp944/Zfp942/Zfp994/Zfp820	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722777.1	Zfp239/Zfp758/Zfp994/Zfp982/Zfp229	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001618929.3	Zfp758/Zfp994/Zfp946/Zfp947/Zfp982/Zfp229	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722754.1	Zfp1000//Zfp758/Zfp7/Gm21060/Zfp942/Zfp994/Zfp982/Zfp53/Zfp948/Zfp54/Zfp40/Zfp52/Zfp983/Zfp760/Zfp229/Zfp784	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722751.1	Zfp239//Gm6020/Zfp51/Zfp553	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048723038.1	Zfp758/Zfp942/Zfp994	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_032378255.2	""	""	zf-C2H2.HG105.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048720215.1	""	""	zf-C2H2.HG116.0:NA	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048719714.1	""	""	zf-C2H2.HG116.1:NA	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378941.2	""	""	zf-C2H2.HG117.0:ZNF800	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032375721.2	""	""	zf-C2H2.HG119.0:NA	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378312.2	""	""	zf-C2H2.HG119.1:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032385373.2	Zfp764/E430018J23Rik/Zfp689/9130019O22Rik/Zfp747/Zfp688	""	zf-C2H2.HG13.5:GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032376930.1	Zfp800	""	zf-C2H2.HG130.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032373943.2	""	""	zf-C2H2.HG130.1:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387283.2	Ovol3/Ovol1	""	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387281.2	Ovol3/Ovol1	""	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001638761.3	Zfp541/Mideas	""	zf-C2H2.HG16.2:like:TRERF1/ZNF541	zf-C2H2/zf-C2H2_6/ELM2
Nvec_vc1.1_XM_048731616.1	Zfp1000	""	zf-C2H2.HG17.1:HIC2	zf-C2H2/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_032367197.2	Zfp277	""	zf-C2H2.HG18.0:ZNF277	zf-C2H2_2/zf-C2H2_2
Nvec_vc1.1_XM_001630559.3	Zfp687	""	zf-C2H2.HG19.0:ZNF496	zf-C2H2/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032385745.2	Prdm14	Prdm14d	zf-C2H2.HG19.1:PRDM14	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001633398.3	Prdm14	""	zf-C2H2.HG19.1:PRDM14	zf-H2C2_2/zf-C2H2
Nvec_vc1.1_XM_032363027.2	Prdm14	""	zf-C2H2.HG19.1:PRDM14	SET/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001624941.3	Prdm14	""	zf-C2H2.HG19.1:PRDM14	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378338.2	""	""	zf-C2H2.HG2.0:like:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001639547.3	Klf11	""	zf-C2H2.HG2.11:KLF10/KLF11	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_v1g19278	Klf13	Klf13	zf-C2H2.HG2.12:KLF9/KLF13/KLF14/KLF16	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384420.2	Sp7/Sp8/Sp9	Sp6-9	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2_4
Nvec_vc1.1_XM_032384450.2	Sp6/Sp5	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384447.2	""	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001634132.3	""	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381562.2	Klf8	""	zf-C2H2.HG2.18:like:KLF5/KLF6/KLF7	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032380417.2	""	""	zf-C2H2.HG2.2:like:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032369437.2	Klf7	""	zf-C2H2.HG2.20:KLF6/KLF7	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381586.2	Klf5	""	zf-C2H2.HG2.21:KLF5	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001638641.3	""	""	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048730021.1	Gzf1/Zfp628	""	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001628045.2	Mtf1	""	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032366225.2	Klf15	""	zf-C2H2.HG2.5:KLF15	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032367802.2	Klf1/Klf4/Klf2	""	zf-C2H2.HG2.9:like:KLF3/KLF5/KLF6/KLF7/KLF8/KLF12	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032373020.2	Fezf2	""	zf-C2H2.HG23.0:ZNF34	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_048719441.1	""	""	zf-C2H2.HG24.0:ZNF599/ZSCAN25	zf-C2H2/zf-C2H2_3rep/zf-C2H2
Nvec_vc1.1_XM_032375602.2	Insm1/Insm2	Insm1	zf-C2H2.HG25.1:INSM1/INSM2	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384768.2	""	""	zf-C2H2.HG3.0:like:AC002310.4/BCL6/HINFP/HIVEP2/HIVEP3/PRDM9/RREB1/YY1/YY2/ZBTB16/ZBTB17/ZBTB40/ZFP42/ZFP62/ZFP92/ZFPM1/ZKSCAN3/ZKSCAN4/ZKSCAN5/ZKSCAN8/ZNF48/ZNF70/ZNF148/ZNF169/ZNF181/ZNF281/ZNF302/ZNF407/ZNF408/ZNF469/ZNF516/ZNF517/ZNF524/ZNF547/ZNF579/ZNF581/ZNF584/ZNF628/ZNF641/ZNF740/ZNF746/ZNF747/ZNF764/ZNF770/ZNF787/ZNF831/ZNF837/ZNF841/ZSCAN9/ZSCAN21/ZSCAN32	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001639766.3	""	""	zf-C2H2.HG3.18:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032363417.2	Zfp536/Zfp13/Zfp775/Zfp628	""	zf-C2H2.HG3.2:ZBTB17	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032364195.2	Rreb1	""	zf-C2H2.HG3.22:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032376736.2	Zfp592/Zbtb32/Zfp770	""	zf-C2H2.HG3.23:like:HINFP/RREB1/ZFPM1	zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032384134.2	Zfp637/Zfp944/Zfp942	""	zf-C2H2.HG3.3:ZNF641	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048729815.1	Yy1	""	zf-C2H2.HG3.36:YY1/YY2/ZFP42	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2
Nvec_vc1.1_XM_048731647.1	Zfp846	""	zf-C2H2.HG36.2:ZNF425	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_032375915.2	""	""	zf-C2H2.HG4.0:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032364704.2	""	""	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2
Nvec_vc1.1_XM_001633772.3	""	""	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048724012.1	Gli2/Gli3/Gli1	""	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001637190.3	Glis1/Glis3	""	zf-C2H2.HG4.11:GLIS1/GLIS3	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048729481.1	""	""	zf-C2H2.HG4.3:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048729483.1	""	""	zf-C2H2.HG4.4:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048728976.1	""	Zic-C	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381020.2	Zic2	""	zf-C2H2.HG4.7:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001636447.3	Glis2	""	zf-C2H2.HG4.9:GLIS2	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048733140.1	""	""	zf-C2H2.HG52.0:NA	zf-met/zf-C2H2
Nvec_vc1.1_XM_032381766.2	""	""	zf-C2H2.HG52.0:NA	zf-met/zf-C2H2
Nvec_vc1.1_XM_032387218.2	E4f1	""	zf-C2H2.HG57.1:like:ZBTB48	zf-C2H2_6/zf-C2H2_6/zf-met/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048726174.1	Myt1l/St18/Myt1	""	zf-C2H2.HG6.2:MYT1/MYT1L/ST18	zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC/zf-C2HC
Nvec_vc1.1_XM_048721411.1	""	""	zf-C2H2.HG66.0:ZNF8	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381270.2	Scrt2/Scrt1	""	zf-C2H2.HG7.4:SCRT1/SCRT2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387186.2	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001641086.3	Snai1	""	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048734691.1	""	""	zf-C2H2.HG70.1:NA	zf-C2H2/zf-met/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001627361.3	Zfp523/Zfp143	""	zf-C2H2.HG74.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382002.2	""	""	zf-C2H2.HG8.0:ZNF576/ZNF683/ZNF891	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032385963.2	""	""	zf-C2H2.HG8.0:ZNF576/ZNF683/ZNF891	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048731064.1	""	""	zf-C2H2.HG87.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378323.2	""	""	zf-C2H2.HG9.0:PLAGL1/PLAGL2/ZBTB12/ZNF550/ZNF559-ZNF177/ZNF580	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382208.2	""	""	zf-C2H2.HG94.0:NA	zf-C2H2/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_001637272.3	""	""	zf-C2H2.HG95.1:NA	HNF-1_N/zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2
Nvec_vc1.1_XM_048734588.1	Zfp1000	""	zf-C2H2.HG99.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048734004.1	Zfp217/Zfp536/Zfp219	""	zf-C2H2.HG99.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11
Nvec_vc1.1_XM_048734590.1	Zfp128/Zfp217/Zfp1000/Zfp536/Zfp219	""	zf-C2H2.HG99.1:NA	zf-C2H2/zf-C2H2/NSF/zf-C2H2/zf-C2H2/NSF/zf-C2H2_11/NSF/zf-C2H2_11/NSF/zf-C2H2_11/NSF
Nvec_vc1.1_XM_001636587.3	""	""	zf-C4_Nuclear_receptors.HG1.11:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep
Nvec_v1g93844	""	""	zf-C4_Nuclear_receptors.HG1.13:NR4A1/NR4A2/NR4A3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032380829.2	Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032379774.2	Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_001634328.3	""	NR12	zf-C4_Nuclear_receptors.HG1.24:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep
Nvec_vc1.1_XM_001635960.3	""	""	zf-C4_Nuclear_receptors.HG1.25:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep
Nvec_vc1.1_XM_048730757.1	""	""	zf-C4_Nuclear_receptors.HG1.26:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032381044.2	""	""	zf-C4_Nuclear_receptors.HG1.3:like:AR/ESR1/ESR2/ESRRA/ESRRB/ESRRG/NR3C1/NR3C2/NR4A1/NR4A2/NR4A3/NR5A1/NR5A2/NR6A1/PGR	zf-C4/Hormone_recep
Nvec_vc1.1_XM_048727456.1	""	""	zf-C4_Nuclear_receptors.HG1.30:like:NR2F1/NR2F2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032378928.2	""	""	zf-C4_Nuclear_receptors.HG1.33:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_048723292.1	""	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032372078.2	""	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032371461.2	Nr6a1	""	zf-C4_Nuclear_receptors.HG1.4:AR/NR3C1/NR3C2/NR5A1/NR5A2/NR6A1/PGR	zf-C4/Hormone_recep
Nvec_vc1.1_XM_001630336.3	""	""	zf-C4_Nuclear_receptors.HG1.40:NR2E1	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032363271.2	Hnf4g/Hnf4a	""	zf-C4_Nuclear_receptors.HG1.8:HNF4A/HNF4G	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032383641.2	""	""	zf-C4_Nuclear_receptors.HG1.9:like:ESR1/ESR2/ESRRA/ESRRB/ESRRG/NR4A1/NR4A2/NR4A3	zf-C4/Hormone_recep
