gene	deepTools_group	rank	gene_length	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_048733869.1	cluster_8	9048	10255	Rangap1	""	""	Ank_2/Ank/RanGAP1_C	""
Nvec_vc1.1_XM_001625866.3	cluster_8	9049	1025	""	""	""	PAD_porph	""
Nvec_vc1.1_XM_032375192.2	cluster_8	9050	2841	Akap7	""	""	AKAP7_NLS	""
Nvec_vc1.1_XM_048722746.1	cluster_8	9051	20778	Ttll12	""	""	TTL	""
Nvec_vc1.1_XM_048733580.1	cluster_8	9052	3772	""	""	""	""	""
Nvec_vc1.1_XM_032387320.2	cluster_8	9053	10684	""	""	""	PA14/CHGN	""
Nvec_vc1.1_XM_001624760.3	cluster_8	9054	1151	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048726052.1	cluster_8	9055	27128	Wdr36	""	""	WD40/Utp21	""
Nvec_vc1.1_XM_048720464.1	cluster_8	9056	5937	""	""	""	Glyco_tran_10_N/Glyco_transf_10	""
Nvec_vc1.1_XM_048731681.1	cluster_8	9057	9217	""	""	""	Cellulase/Glyco_hydro_5_C	""
Nvec_NVE22436	cluster_8	9058	10440	""	""	""	""	""
Nvec_vc1.1_XM_048725016.1	cluster_8	9059	17714	""	""	""	Ank_5/Ank_2/Ank_4	""
Nvec_NVE19260	cluster_8	9060	1028	""	""	""	""	""
Nvec_vc1.1_XM_032367099.2	cluster_8	9061	3576	""	""	""	""	""
Nvec_NVE24475	cluster_8	9062	1607	""	""	""	""	""
Nvec_vc1.1_XM_048730306.1	cluster_8	9063	1043	Tfam	""	HMGbox_Sox.HG1.47:like:NSD2	HMG_box/HMG_box	tfs
Nvec_vc1.1_XM_032369242.2	cluster_8	9064	25555	Trpm4/Trpm8/Trpm5/Trpm2	""	""	LSDAT_euk/Ion_trans/NUDIX	""
Nvec_vc1.1_XM_032377802.2	cluster_8	9065	3644	""	""	""	""	""
Nvec_NVE1143	cluster_8	9066	1697	""	""	""	""	""
Nvec_NVE1099	cluster_8	9067	1573	""	""	""	""	""
Nvec_vc1.1_XM_032374291.2	cluster_8	9068	5514	""	""	""	EGF	""
Nvec_vc1.1_XM_048727503.1	cluster_8	9069	11197	""	""	""	Ank_3/Ank_2/Ank_2/DHHC	""
Nvec_vc1.1_XM_032376796.2	cluster_8	9070	20560	Ltk/Alk	""	""	""	""
Nvec_v1g246107	cluster_8	9071	4649	""	""	""	""	""
Nvec_vc1.1_XM_001629606.3	cluster_8	9072	10042	Tanc2/Tanc1	""	""	""	""
Nvec_vc1.1_XM_048724238.1	cluster_8	9073	5092	""	""	""	Usp	""
Nvec_vc1.1_XM_048733393.1	cluster_8	9074	32444	Wnt7b/Wnt7a	""	""	wnt	""
Nvec_vc1.1_XM_048731539.1	cluster_8	9075	13915	""	""	""	MFS_1/MFS_1	""
Nvec_vc1.1_XM_001632689.3	cluster_8	9076	7362	""	""	""	Ig_2	""
Nvec_vc1.1_XM_032363084.2	cluster_8	9077	3149	""	""	""	CLN3	""
Nvec_vc1.1_XM_048723265.1	cluster_8	9078	1847	""	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	tfs
Nvec_vc1.1_XM_048734719.1	cluster_8	9079	14632	""	""	""	CC2-LZ	""
Nvec_vc1.1_XM_032387417.2	cluster_8	9080	25675	Iqca1/Iqca1l	""	""	AAA	""
Nvec_vc1.1_XM_048719974.1	cluster_8	9081	25606	Aste1	""	""	XPG_I_2	""
Nvec_vc1.1_XM_048726183.1	cluster_8	9082	10160	""	""	""	KH_1/KH_1/KH_1	""
Nvec_vc1.1_XM_032371476.2	cluster_8	9083	8786	Aamdc	""	""	DUF498	""
Nvec_vc1.1_XM_001636748.3	cluster_8	9084	3870	Slc35g1	""	""	EamA/EamA	""
Nvec_vc1.1_XM_001636353.3	cluster_8	9085	1561	""	""	""	""	""
Nvec_vc1.1_XM_048733072.1	cluster_8	9086	1711	Rab29	""	""	Ras	""
Nvec_vc1.1_XM_032384646.2	cluster_8	9087	11489	Fgf8/Fgf17/Fgf18	""	""	FGF	""
Nvec_vc1.1_XM_048722947.1	cluster_8	9088	19044	""	""	""	""	""
Nvec_vc1.1_XM_001625476.3	cluster_8	9089	2625	Prxl2b	""	""	AhpC-TSA_2	""
Nvec_NVE22267	cluster_8	9090	1973	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032377456.1	cluster_8	9091	791	""	""	""	zf-CCHC/zf-CCHC	""
Nvec_vc1.1_XM_048734048.1	cluster_8	9092	21715	""	""	""	DUF3715	""
Nvec_vc1.1_XM_048731600.1	cluster_8	9093	1516	""	""	""	Aa_trans	""
Nvec_vc1.1_XM_032385264.2	cluster_8	9094	2775	""	""	""	""	""
Nvec_vc1.1_XM_001625224.3	cluster_8	9095	3846	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048723871.1	cluster_8	9096	21834	Armc8	""	""	""	""
Nvec_vc1.1_XM_032379913.2	cluster_8	9097	3795	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048732752.1	cluster_8	9098	12658	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032386263.2	cluster_8	9099	2814	""	""	""	LIM/LIM	""
Nvec_vc1.1_XM_048721304.1	cluster_8	9100	20251	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001637786.3	cluster_8	9101	6315	Casr/Vmn2r1/Vmn2r4/Vmn2r128/Vmn2r5/Vmn2r2/Vmn2r7/Vmn2r3/Vmn2r6/Vmn2r56/Gprc6a/Tas1r2/Vmn2r54/Tas1r1/Vmn2r53/Vmn2r59	""	""	ANF_receptor/7tm_3	""
Nvec_vc1.1_XM_001636654.3	cluster_8	9102	5224	""	""	""	""	""
Nvec_vc1.1_XM_001641615.3	cluster_8	9103	2280	Scoc	""	""	DUF2205	""
Nvec_vc1.1_XM_048719433.1	cluster_8	9104	1064	""	""	""	""	""
Nvec_vc1.1_XM_048730455.1	cluster_8	9105	876	Srbd1	""	""	Tex_N	""
Nvec_vc1.1_XM_048724385.1	cluster_8	9106	1131	""	""	""	""	""
Nvec_vc1.1_XM_048724746.1	cluster_8	9107	5363	""	""	""	DUF1759/Peptidase_A17/Integrase_H2C2/DUF5641	""
Nvec_vc1.1_XM_048731134.1	cluster_8	9108	30922	Glmn	""	""	Kinetochor_Ybp2	""
Nvec_vc1.1_XM_048724640.1	cluster_8	9109	12669	""	""	""	Astacin	""
Nvec_vc1.1_XM_032369882.2	cluster_8	9110	1977	""	""	""	Methyltransf_31	""
Nvec_vc1.1_XM_032365677.2	cluster_8	9111	1343	""	""	""	Ras	""
Nvec_vc1.1_XM_048726378.1	cluster_8	9112	15756	Slc22a29/Slc22a28/Slc22a27/Slc22a26	""	""	Sugar_tr	""
Nvec_vc1.1_XM_001640566.3	cluster_8	9113	6196	""	""	""	Cupin_8	""
Nvec_NVE5061	cluster_8	9114	7035	""	""	""	""	""
Nvec_vc1.1_XM_048724802.1	cluster_8	9115	5115	""	""	Homeodomains.HG1.55:like:EN1/EN2	Homeodomain	tfs
Nvec_vc1.1_XM_032362661.2	cluster_8	9116	9827	Ncam1/Ncam2	""	""	Ig_3/Ig_3/Ig_2/Ig_3/Ig_3/Ig_3/I-set/fn3	""
Nvec_vc1.1_XM_032362939.2	cluster_8	9117	5617	""	""	""	DUF19	""
Nvec_vc1.1_XM_032363584.2	cluster_8	9118	3357	""	""	""	""	""
Nvec_vc1.1_XM_001627303.3	cluster_8	9119	4203	Grm7/Grm2/Grm3/Grm4/Grm6/Grm8	""	""	ANF_receptor/7tm_3	""
Nvec_vc1.1_XM_032383054.2	cluster_8	9120	7257	Zmynd10	""	""	zf-MYND	""
Nvec_vc1.1_XM_001626512.3	cluster_8	9121	11838	""	""	""	F5_F8_type_C/PAN_1	""
Nvec_vc1.1_XM_048733025.1	cluster_8	9122	6631	Aoc1l1/Aoc1l3/Aoc1l2/Aoc1/Aoc2/Aoc3	""	""	Cu_amine_oxidN2/DUF1965/Cu_amine_oxid	""
Nvec_vc1.1_XM_048734392.1	cluster_8	9123	51800	""	""	""	TIR_2	""
Nvec_vc1.1_XM_001635816.3	cluster_8	9124	1768	""	""	""	Aa_trans	""
Nvec_vc1.1_XM_048726376.1	cluster_8	9125	2955	""	""	""	""	""
Nvec_vc1.1_XM_048725726.1	cluster_8	9126	24937	Enpep	""	""	Peptidase_M1_N/Peptidase_M1/ERAP1_C	""
Nvec_vc1.1_XM_048731683.1	cluster_8	9127	18350	""	""	""	TUDOR_5/TUDOR_5/Tudor_3	""
Nvec_vc1.1_XM_048720965.1	cluster_8	9128	10851	B3galnt2	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_048729309.1	cluster_8	9129	1260	P2rx7	""	""	""	""
Nvec_vc1.1_XM_048726128.1	cluster_8	9130	2612	Tmem14c/Tmem14a	""	""	Tmemb_14	""
Nvec_vc1.1_XM_048733563.1	cluster_8	9131	2615	""	""	""	""	""
Nvec_v1g246719	cluster_8	9132	1512	""	""	""	""	""
Nvec_vc1.1_XM_001629938.3	cluster_8	9133	2306	Wdr53	""	""	""	""
Nvec_v1g240324	cluster_8	9134	1837	""	""	""	""	""
Nvec_v1g216943	cluster_8	9135	1015	""	""	""	""	""
Nvec_vc1.1_XM_048721279.1	cluster_8	9136	24157	Rab3gap1	""	""	Rab3-GTPase_cat/Rab3-GTPase_cat	""
Nvec_NVE22131	cluster_8	9137	4139	""	""	""	""	""
Nvec_vc1.1_XM_048721762.1	cluster_8	9138	3015	""	""	""	""	""
Nvec_vc1.1_XM_001636315.3	cluster_8	9139	3272	Gfi1b/Gfi1	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032377897.2	cluster_8	9140	11851	Etv4/Etv5/Etv1	Pea3/Ets	Ets.HG1.3:ETV1/ETV4/ETV5	ETS_PEA3_N/Ets	tfs
Nvec_vc1.1_XM_032363515.2	cluster_8	9141	9873	""	""	""	CBM_14/Amino_oxidase	""
Nvec_vc1.1_XM_048720505.1	cluster_8	9142	33554	Phkb	""	""	Glyco_hydro_15	""
Nvec_vc1.1_XM_032385726.2	cluster_8	9143	2765	""	""	""	Exo_endo_phos	""
Nvec_vc1.1_XM_001639209.3	cluster_8	9144	2834	Bok	""	""	Bcl-2	""
Nvec_NVE4291	cluster_8	9145	2138	""	""	""	""	""
Nvec_vc1.1_XM_048732850.1	cluster_8	9146	2926	""	""	""	Ca_hom_mod	""
Nvec_vc1.1_XM_048724319.1	cluster_8	9147	1318	Foxd2/Foxd4/Foxd3/Foxd1	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	tfs
Nvec_vc1.1_XM_001639099.3	cluster_8	9148	8300	""	""	""	HNOB/HNOBA/Guanylate_cyc	""
Nvec_vc1.1_XM_032365054.2	cluster_8	9149	5787	""	""	""	SRCR/SRCR	""
Nvec_NVE24371	cluster_8	9150	9954	""	""	""	""	""
Nvec_vc1.1_XM_001638452.3	cluster_8	9151	20577	""	""	""	MFS_1	""
Nvec_vc1.1_XM_032380372.2	cluster_8	9152	14246	""	""	""	STELLO	""
Nvec_vc1.1_XM_032373678.2	cluster_8	9153	3045	""	""	""	""	""
Nvec_vc1.1_XM_048724652.1	cluster_8	9154	13220	Gpr15	""	""	7tm_1	""
Nvec_vc1.1_XM_032384981.2	cluster_8	9155	2021	""	""	""	Glyco_tran_10_N/Glyco_transf_10	""
Nvec_vc1.1_XM_001632932.3	cluster_8	9156	3992	Tmem192	""	""	TMEM192	""
Nvec_vc1.1_XM_001641721.3	cluster_8	9157	3373	""	""	""	Usp	""
Nvec_vc1.1_XM_048728082.1	cluster_8	9158	9797	""	""	""	Ras	""
Nvec_vc1.1_XM_048721217.1	cluster_8	9159	7148	Gatm	""	""	""	""
Nvec_v1g184439	cluster_8	9160	2655	""	""	""	Robl_LC7	""
Nvec_vc1.1_XM_001641787.3	cluster_8	9161	7175	Edar/Tnfrsf19	""	""	""	""
Nvec_vc1.1_XM_001641928.3	cluster_8	9162	2158	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048727901.1	cluster_8	9163	3425	""	""	""	""	""
Nvec_vc1.1_XM_032376092.2	cluster_8	9164	1162	""	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4	tfs
Nvec_vc1.1_XM_048728750.1	cluster_8	9165	80326	""	""	""	Pyridoxal_deC	""
Nvec_vc1.1_XM_032377666.2	cluster_8	9166	899	""	""	""	FAM92	""
Nvec_vc1.1_XM_048729256.1	cluster_8	9167	11258	""	""	""	Aminotran_5	""
Nvec_vc1.1_XM_048723404.1	cluster_8	9168	938	""	""	""	SWIM/SWIM/SWIM/SWIM/SWIM	""
Nvec_vc1.1_XM_032385987.2	cluster_8	9169	16962	""	""	""	DNA_photolyase/FAD_binding_7	""
Nvec_vc1.1_XM_048727724.1	cluster_8	9170	24493	Blm	""	""	DEAD/Helicase_C/RecQ_Zn_bind/RQC	""
Nvec_vc1.1_XM_032367375.2	cluster_8	9171	2641	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001623953.3	cluster_8	9172	1916	""	""	""	DnaJ/DnaJ_C	""
Nvec_vc1.1_XM_032380235.2	cluster_8	9173	3218	""	""	""	FMO-like	""
Nvec_NVE21386	cluster_8	9174	5355	""	""	""	""	""
Nvec_vc1.1_XM_048724304.1	cluster_8	9175	3821	""	""	""	EamA	""
Nvec_vc1.1_XM_032381964.2	cluster_8	9176	3000	""	""	""	""	""
Nvec_vc1.1_XM_048731860.1	cluster_8	9177	1707	""	""	""	""	""
Nvec_vc1.1_XM_032375698.2	cluster_8	9178	1656	""	""	""	UPAR_LY6	""
Nvec_v1g97421	cluster_8	9179	1878	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032366690.2	cluster_8	9180	6268	""	""	""	Ras	""
Nvec_NVE17843	cluster_8	9181	3564	""	""	""	""	""
Nvec_vc1.1_XM_048722463.1	cluster_8	9182	35123	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032372769.2	cluster_8	9183	19645	Ncam2	""	""	Ig_3/Ig_3/fn3/fn3	""
Nvec_vc1.1_XM_001640985.3	cluster_8	9184	1240	""	""	""	Acetyltransf_1	""
Nvec_vc1.1_XM_001636100.3	cluster_8	9185	1679	Gne	""	""	ROK	""
Nvec_vc1.1_XM_001640749.3	cluster_8	9186	18004	Nop14	""	""	Nop14	""
Nvec_vc1.1_XM_001635377.3	cluster_8	9187	2520	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048730812.1	cluster_8	9188	4203	""	""	""	""	""
Nvec_vc1.1_XM_048727645.1	cluster_8	9189	7261	""	""	""	""	""
Nvec_vc1.1_XM_032371889.2	cluster_8	9190	4980	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001641152.3	cluster_8	9191	6840	Catsperb	""	""	CATSPERB	""
Nvec_vc1.1_XM_001647471.3	cluster_8	9192	8169	Otx1/Otx2	OtxC	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain	tfs
Nvec_vc1.1_XM_032377308.2	cluster_8	9193	10286	Tmem161b/Tmem161a	""	""	Tmemb_161AB	""
Nvec_vc1.1_XM_032379657.2	cluster_8	9194	12991	Gnl1	""	""	MMR_HSR1	""
Nvec_vc1.1_XM_032371890.2	cluster_8	9195	6801	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048730193.1	cluster_8	9196	6228	""	""	""	""	""
Nvec_vc1.1_XM_001640046.3	cluster_8	9197	1413	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048724734.1	cluster_8	9198	39120	""	""	""	PA14/CHGN	""
Nvec_vc1.1_XM_032378056.2	cluster_8	9199	5603	""	""	""	""	""
Nvec_vc1.1_XM_032382954.2	cluster_8	9200	1774	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048730370.1	cluster_8	9201	14098	Golga5	""	""	Golgin_A5	""
Nvec_vc1.1_XM_048723351.1	cluster_8	9202	9395	""	""	""	zf-met/RRM_1/TUTase/PAP_assoc/EGF/EGF_CA	""
Nvec_vc1.1_XM_032366609.2	cluster_8	9203	2059	Noto	""	Homeodomains.HG1.49:like:NOTO	Homeodomain	tfs
Nvec_vc1.1_XM_032366235.2	cluster_8	9204	2488	""	""	""	VWA	""
Nvec_vc1.1_XM_032384241.2	cluster_8	9205	4057	""	""	""	""	""
Nvec_vc1.1_XM_032384411.2	cluster_8	9206	14354	Slc39a6/Slc39a10	""	""	Zip/Zip	""
Nvec_vc1.1_XM_001638883.3	cluster_8	9207	18528	""	""	""	TSP_1/TSP_1/fn3/fn3/fn3/Ion_trans_2	""
Nvec_vc1.1_XM_048734436.1	cluster_8	9208	1108	""	""	""	""	""
Nvec_vc1.1_XM_032379338.2	cluster_8	9209	5233	""	""	""	""	""
Nvec_vc1.1_XM_048734320.1	cluster_8	9210	17517	Kptn	""	""	""	""
Nvec_vc1.1_XM_001636642.3	cluster_8	9211	780	""	""	""	DDE_Tnp_IS1595	""
Nvec_vc1.1_XM_001634777.3	cluster_8	9212	3505	Lrp2bp	""	""	Sel1/Sel1/Sel1/Sel1/Sel1	""
Nvec_vc1.1_XM_032379652.2	cluster_8	9213	3224	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032385320.2	cluster_8	9214	3933	""	""	""	""	""
Nvec_NVE5267	cluster_8	9215	1827	""	""	""	""	""
Nvec_v1g246106	cluster_8	9216	1696	""	""	""	""	""
Nvec_vc1.1_XM_001638097.3	cluster_8	9217	14702	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001640488.3	cluster_8	9218	1756	Minpp1	""	""	His_Phos_2	""
Nvec_vc1.1_XM_001639942.3	cluster_8	9219	8862	""	""	""	""	""
Nvec_NVE9555	cluster_8	9220	1739	""	""	""	""	""
Nvec_vc1.1_XM_001630417.3	cluster_8	9221	2783	""	""	""	CN_hydrolase/Vanin_C	""
Nvec_vc1.1_XM_032386719.2	cluster_8	9222	2163	""	""	""	FKBP_C/EF-hand_7	""
Nvec_vc1.1_XM_001629959.3	cluster_8	9223	10169	Mcm7	""	""	MCM_N/MCM_OB/MCM/MCM_lid	""
Nvec_vc1.1_XM_032382879.2	cluster_8	9224	4772	""	""	""	BTB_2/Ion_trans	""
Nvec_vc1.1_XM_048727638.1	cluster_8	9225	27897	""	""	""	""	""
Nvec_vc1.1_XM_001635656.3	cluster_8	9226	1299	""	""	""	Il2rg	""
Nvec_vc1.1_XM_048725883.1	cluster_8	9227	2269	""	""	""	LicD	""
Nvec_vc1.1_XM_032380355.2	cluster_8	9228	5578	""	""	""	""	""
Nvec_vc1.1_XM_001636641.3	cluster_8	9229	8589	""	""	""	F5_F8_type_C	""
Nvec_vc1.1_XM_048733564.1	cluster_8	9230	2439	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048727882.1	cluster_8	9231	1248	""	""	""	""	""
Nvec_vc1.1_XM_048725341.1	cluster_8	9232	1330	""	""	""	""	""
Nvec_NVE21518	cluster_8	9233	1752	""	""	""	""	""
Nvec_vc1.1_XM_048719444.1	cluster_8	9234	11864	""	""	""	""	""
Nvec_vc1.1_XM_032382316.2	cluster_8	9235	12316	Cela2a/Cela3b/Cela1/Cela3a/Ctrc	""	""	Trypsin	""
Nvec_vc1.1_XM_001632846.3	cluster_8	9236	1666	""	""	""	Glyco_transf_8	""
Nvec_vc1.1_XM_048731865.1	cluster_8	9237	2144	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001635039.3	cluster_8	9238	7264	""	""	""	PG_binding_1	""
Nvec_vc1.1_XM_048734152.1	cluster_8	9239	27896	Antxr2/Antxr1/Gm5460/Antxrl/Gm30083	""	""	VWA/Anth_Ig/Ant_C	""
Nvec_vc1.1_XM_032369224.2	cluster_8	9240	9525	""	""	""	""	""
Nvec_vc1.1_XM_001636904.3	cluster_8	9241	7593	""	""	""	EF-hand_7/EF-hand_7	""
Nvec_v1g214494	cluster_8	9242	12361	""	""	""	""	""
Nvec_vc1.1_XM_032378100.2	cluster_8	9243	15313	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032374636.2	cluster_8	9244	3095	""	""	""	TGFb_propeptide/TGF_beta	""
Nvec_v1g247745	cluster_8	9245	1545	Lyrm7	""	""	Complex1_LYR	""
Nvec_vc1.1_XM_001625101.3	cluster_8	9246	1984	Drd1/Hrh4	""	""	7tm_1	""
Nvec_vc1.1_XM_032363652.2	cluster_8	9247	25017	Tdp1	""	""	zf-CCHH/Tyr-DNA_phospho	""
Nvec_vc1.1_XM_048732864.1	cluster_8	9248	31853	Cog6	""	""	COG6	""
Nvec_vc1.1_XM_048731557.1	cluster_8	9249	5327	""	""	""	""	""
Nvec_vc1.1_XM_048721809.1	cluster_8	9250	5317	Cstb	""	""	Cystatin	""
Nvec_vc1.1_XM_032365014.2	cluster_8	9251	16737	""	""	""	""	""
Nvec_vc1.1_XM_001635845.3	cluster_8	9252	1580	Ankrd54	""	""	Ank_5	""
Nvec_vc1.1_XM_048728832.1	cluster_8	9253	6941	Pcgf5	""	""	zf-C3HC4_2/RAWUL	""
Nvec_vc1.1_XM_032376433.2	cluster_8	9254	1179	""	""	""	Acetyltransf_1	""
Nvec_vc1.1_XM_048728014.1	cluster_8	9255	4958	""	""	""	""	""
Nvec_vc1.1_XM_048732009.1	cluster_8	9256	2575	""	""	""	""	""
Nvec_vc1.1_XM_001638458.3	cluster_8	9257	1635	""	""	""	""	""
Nvec_vc1.1_XM_001630072.3	cluster_8	9258	10119	Ido2/Ido1	""	""	IDO	""
Nvec_vc1.1_XM_001639888.3	cluster_8	9259	3056	""	""	""	C2	""
Nvec_vc1.1_XM_001634111.3	cluster_8	9260	1838	""	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	tfs
Nvec_vc1.1_XM_001631038.3	cluster_8	9261	2600	Rex1bd	""	""	DNA_repr_REX1B	""
Nvec_v1g111221	cluster_8	9262	793	""	""	""	""	""
Nvec_vc1.1_XM_032384555.2	cluster_8	9263	7591	Rab4b/Rab4a	""	""	Ras	""
Nvec_vc1.1_XM_048721342.1	cluster_8	9264	1296	""	""	""	Peptidase_A17	""
Nvec_vc1.1_XM_032363960.2	cluster_8	9265	19086	""	""	""	DUF4062/NACHT	""
Nvec_vc1.1_XM_048721831.1	cluster_8	9266	16280	Nox4	""	""	Ferric_reduct/FAD_binding_8/NAD_binding_6	""
Nvec_vc1.1_XM_032379092.2	cluster_8	9267	2497	""	""	""	Phosphodiest	""
Nvec_vc1.1_XM_048719346.1	cluster_8	9268	1009	""	""	""	DUF5641	""
Nvec_vc1.1_XM_001626743.3	cluster_8	9269	7162	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_001634724.3	cluster_8	9270	2986	""	""	""	Mab-21	""
Nvec_vc1.1_XM_001632404.3	cluster_8	9271	7186	""	""	""	PAN_1/Fibrinogen_C	""
Nvec_vc1.1_XM_048724448.1	cluster_8	9272	16767	""	""	""	Peptidase_M1_N/Peptidase_M1/ERAP1_C	""
Nvec_vc1.1_XM_001633927.3	cluster_8	9273	16456	""	""	""	Ion_trans_2	""
Nvec_vc1.1_XM_032380368.2	cluster_8	9274	2588	Slc25a35/Slc25a34	""	""	Mito_carr/Mito_carr/Mito_carr	""
Nvec_vc1.1_XM_048720834.1	cluster_8	9275	3825	Tmem151a/Tmem151b	""	""	TMEM151	""
Nvec_vc1.1_XM_001624421.3	cluster_8	9276	8493	Naa40	""	""	Acetyltransf_1	""
Nvec_vc1.1_XM_001635141.2	cluster_8	9277	1076	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048720951.1	cluster_8	9278	32058	Exoc2	""	""	TIG/Sec5	""
Nvec_vc1.1_XM_032381754.2	cluster_8	9279	4274	""	""	""	""	""
Nvec_vc1.1_XM_048731472.1	cluster_8	9280	23286	""	""	""	""	""
Nvec_vc1.1_XM_001641735.3	cluster_8	9281	1816	Pm20d2	""	""	Peptidase_M20/M20_dimer	""
Nvec_vc1.1_XM_001628435.3	cluster_8	9282	3552	""	""	""	zf-MYND/DUF4470	""
Nvec_vc1.1_XM_032385013.2	cluster_8	9283	1918	Hnmt	""	""	Methyltransf_23	""
Nvec_vc1.1_XM_001637187.3	cluster_8	9284	8310	Nalcn	""	""	Ion_trans/Ion_trans/Ion_trans/Ion_trans	""
Nvec_vc1.1_XM_032364851.2	cluster_8	9285	3824	""	""	zf-C2H2.HG1.32:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_001639406.3	cluster_8	9286	1909	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032378310.2	cluster_8	9287	2667	""	""	""	7tm_1	""
